id,start,end,event_type,event_priority,hyper_count,vul_count,ip1,ip2,ip3,ip4,ip5,ip6,ip_order,ty1,ty2,ty3,ty4,ty5,ty6,ty_order
580,00:04.0,00:04.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
581,01:59.0,16:40.0,detect,0,7,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.12.168,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.12.168,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
582,01:59.0,01:59.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
583,01:59.0,01:59.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
584,01:59.0,01:59.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
585,01:59.0,01:59.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
586,02:00.0,17:00.0,detect,0,3,0,10.10.13.23,192.168.20.108,10.10.13.23,-1,-1,-1,10.10.13.23192.168.20.10810.10.13.23-1-1-1,非法连接,非法连接,非法连接,-1,-1,-1,非法连接非法连接非法连接-1-1-1
587,02:00.0,02:00.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
588,02:00.0,02:00.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
589,04:50.0,17:28.0,detect,0,5,0,10.10.13.23,10.10.13.23,192.168.20.108,192.168.20.199,10.10.13.23,-1,10.10.13.2310.10.13.23192.168.20.108192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
590,05:53.0,19:58.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
591,05:53.0,05:53.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
592,05:53.0,05:53.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
593,08:43.0,20:58.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
594,09:29.0,23:58.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
595,09:29.0,09:29.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
596,09:29.0,09:29.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
597,09:29.0,09:29.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
598,14:04.0,24:58.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
599,20:34.0,29:28.0,detect,0,5,0,10.10.13.23,10.10.13.23,192.168.20.108,192.168.20.199,10.10.13.23,-1,10.10.13.2310.10.13.23192.168.20.108192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
600,20:34.0,20:34.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
601,20:34.0,20:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
602,20:34.0,20:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
603,20:34.0,20:34.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
604,20:34.0,20:34.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
605,20:35.0,35:35.0,detect,0,3,0,10.10.13.23,192.168.20.108,10.10.13.23,-1,-1,-1,10.10.13.23192.168.20.10810.10.13.23-1-1-1,非法连接,非法连接,非法连接,-1,-1,-1,非法连接非法连接非法连接-1-1-1
606,20:35.0,20:35.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
607,29:03.0,42:29.0,detect,0,11,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,10.10.12.168,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.2310.10.12.168,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接,非法连接非法连接非法连接非法连接非法连接非法连接
608,30:04.0,44:28.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
609,30:04.0,30:04.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
610,30:04.0,30:04.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
611,31:59.0,45:28.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
612,31:59.0,31:59.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
613,31:59.0,31:59.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
614,31:59.0,31:59.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
615,31:59.0,31:59.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
616,32:00.0,47:00.0,detect,0,3,0,10.10.13.23,192.168.20.108,10.10.13.23,-1,-1,-1,10.10.13.23192.168.20.10810.10.13.23-1-1-1,非法连接,非法连接,非法连接,-1,-1,-1,非法连接非法连接非法连接-1-1-1
617,32:00.0,32:00.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
618,32:00.0,32:00.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
619,34:50.0,47:28.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
620,35:53.0,49:58.0,detect,0,5,0,10.10.13.23,192.168.20.108,10.10.13.23,192.168.20.199,10.10.13.23,-1,10.10.13.23192.168.20.10810.10.13.23192.168.20.19910.10.13.23-1,非法连接,非法连接,非法连接,非法连接,非法连接,-1,非法连接非法连接非法连接非法连接非法连接-1
621,35:53.0,35:53.0,detect,0,1,0,192.168.20.108,-1,-1,-1,-1,-1,192.168.20.108-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
622,35:53.0,35:53.0,detect,0,1,0,10.10.13.23,-1,-1,-1,-1,-1,10.10.13.23-1-1-1-1-1,非法连接,-1,-1,-1,-1,-1,非法连接-1-1-1-1-1
